icao,length_ft,width_ft,surface,le_ident,le_latitude,le_longitude,le_elevation_ft,le_displaced_ft,he_ident,he_latitude,he_longitude,he_elevation_ft,he_displaced_ft
0LL5,2230,70,Turf,E,,,,,W,,,,
0LL6,2600,70,Turf,E,,,,,W,,,,
0LS0,3000,144,Turf,02,,,,,20,,,,
0LS5,2000,75,Turf,09,,,,,27,,,,200
0LS5,650,75,Turf,18,,,,,36,,,,150
0LS7,3000,100,Turf,04,,,,,22,,,,
0LS9,1530,75,Turf-Gravel,18,,,,,36,,,,
0MD1,3000,50,Turf,08,,,,,26,,,,
0MD4,2600,100,Turf,18,,,,,36,,,,
0MD6,1800,60,Turf,05,,,,,23,,,,
0ME4,2000,110,Turf,16,,,,,34,,,,
0MI1,3800,50,Turf,09,44.14,-84.44417,956.0,,27,44.14067,-84.42983,930.0,
0MI4,3000,80,Turf,N,,,,,S,,,,
0MI6,2200,300,Turf,18,,,,,36,,,,
0MN8,1650,50,Turf,E,,,,,W,,,,
0MO0,1685,120,Turf,12,,,,,30,,,,
0MO1,2100,50,Turf,08,,,,,26,,,,
0MO5,1800,60,Turf,N,,,,,S,,,,
0MO8,2600,130,Turf,17,,,,,35,,,,
0MS0,3200,100,Asphalt,04,,,,,22,,,,
0MS2,2300,75,Turf,18,,,,,36,,,,
0MS8,4000,75,Turf,18,,,,,36,,,,
0MS9,3200,50,Turf,12,,,,,30,,,,
0MT1,1500,30,Dirt,03,,,,,21,,,,
0MT4,1000,60,Turf,NE,,,,,SW,,,,
0MT5,750,40,Turf,17,,,,,35,,,,
0MT6,2400,50,Turf,08,48.03867,-114.67933,3926.0,,26,48.03683,-114.66983,3947.0,
0MT7,3800,50,Turf,14,,,,,32,,,,
0MT9,1500,52,Turf,12,,,,,30,,,,
0MU1,2000,75,Turf,09,,,,,27,,,,
0MU4,1700,60,Turf,11,,,,,29,,,,
0MU7,2600,60,Turf,18,,,,,36,,,,
0MU8,800,60,Turf,16,,,,,34,,,,
0N0,2780,20,Asphalt,18,39.29367,-94.44183,1003.0,,36,39.286,-94.443,1004.0,
0N4,2533,28,Asphalt,04,39.19917,-75.4875,,539,22,39.20533,-75.48333,,538
0N6,2048,40,Turf,15,39.01517,-75.53617,,,33,39.01067,-75.53183,,
0NA1,3400,70,Turf,08,,,,,26,,,,
0NA5,2200,60,Turf,17,,,,,35,,,,
0NA9,2200,50,Turf,13,,,,,31,,,,
0NC7,1700,75,Turf,03,,,,,21,,,,
0NC8,2300,100,Turf,03,,,,,21,,,,
0ND0,2600,50,Turf,17,,,,,35,,,,
0ND6,1600,25,Turf,08,,,,,26,,,,
0ND7,2600,60,Turf,N,,,,,S,,,,
0NE0,2300,100,Turf,NE,,,,,SW,,,,
0NE0,1800,100,Turf,NW,,,,,SE,,,,
0NE1,2500,50,Turf,E,,,,,W,,,,
0NJ6,2950,100,Turf,E,,,,,W,,,,
0NK0,1700,40,Turf,11,,,,,29,,,,
0NK2,3000,100,Turf,10,,,,500,28,,,,
0NK3,2700,75,Turf,16,,,,300,34,,,,300
0NK9,1700,60,Turf,09,,,,340,27,,,,644
0NM0,4210,250,Gravel,08,,,,,26,,,,
0NM7,7500,60,Turf-Gravel,17,,,,,35,,,,
0NM7,4000,60,Turf-Gravel,03,,,,,21,,,,
0NY0,3000,150,Turf,NW,,,,,SE,,,,
0NY1,1360,125,Turf,03,,,,,21,,,,
0NY3,1600,100,Gravel,13,,,,,31,,,,
0NY7,2000,75,Gravel,04,,,,,22,,,,
0NY8,1700,100,Turf,09,,,,,27,,,,
0O4,2699,60,Asphalt,17,39.94983,-122.17117,291.3,,35,39.94233,-122.17117,294.9,
0O9,2990,50,Asphalt,06,41.845,-123.99017,,500,24,41.84617,-123.97933,,490
0OH6,800,50,Turf,04,,,,,22,,,,
0OH7,2200,70,Turf,18,,,,,36,,,,
0OH7,1300,70,Gravel,09,,,,,27,,,,
0OH8,3000,50,Asphalt,03,,,,,21,,,,
0OI3,2300,70,Turf,09,,,,,27,,,,800
0OI6,4700,80,Turf,01,,,,,19,,,,
0OI9,1100,100,Turf,10,,,,,28,,,,
0OK1,2300,60,Turf,N,,,,,S,,,,
0OK3,5000,30,Asphalt,16,,,,,34,,,,
0OK4,2350,40,Gravel,04,,,,,22,,,,
0OK5,2000,100,Turf,N,,,,,S,,,,
0OK6,2400,90,Turf,18,,,,100,36,,,,100
0OK9,3000,100,Turf,01,,,,,19,,,,
0OK9,2600,100,Turf,09,,,,,27,,,,
0OR3,1950,100,Gravel,10,,,,,28,,,,
0OR5,1700,100,Turf,09,,,,,27,,,,
0OR6,2900,40,Dirt,16,,,,,34,,,,
0OR7,1800,40,Turf,16,,,,,34,,,,
0OR8,2500,75,Turf,07,,,,,25,,,,
0OR9,1900,25,Asphalt,16,,,,,34,,,,
0P1,2590,128,Turf,16,39.83517,-99.5695,,,34,39.82817,-99.5675,,
0P2,1000,100,Turf,06U,39.7955,-76.64783,993.0,,24U,39.79717,-76.645,995.0,
0P2,1000,100,Turf,15,,,,,33,,,,500
0PA0,2350,300,Turf,08,40.32967,-75.253,,,26,40.33183,-75.24517,,
0PA0,1792,300,Turf,06,40.32933,-75.25067,,,24,40.33267,-75.246,,
0PA0,1716,300,Turf,01,40.32867,-75.24817,,,19,40.33333,-75.24867,,
0PA0,1400,300,Turf,13,40.33333,-75.24817,,,31,40.33167,-75.24367,,
0PA2,1200,100,Turf,11,,,,,29,,,,
0PA3,1977,100,Turf,17,41.74967,-76.762,1420.0,,35,41.74483,-76.75883,1455.0,
0PA5,2550,125,Turf,10,,,,,28,,,,
0PA6,1800,100,Turf,NE,,,,,SW,,,,
0PN0,2000,200,Turf,04,,,,,22,,,,
0PN4,500,100,Turf,07,,,,,25,,,,
0PN5,2400,100,Turf,E,,,,,W,,,,
0PN6,1730,100,Turf,NE,,,,,SW,,,,
0PN7,2800,100,Turf,13,,,,200,31,,,,
0PN8,2000,100,Turf,NE,,,,,SW,,,,
0PN9,1800,75,Turf,NW,,,,,SE,,,,
0PS0,2200,100,Turf,01,,,,400,19,,,,400
0PS3,1800,100,Turf,06,,,,,24,,,,
0PS4,2400,100,Turf,06,,,,200,24,,,,160
0PS7,1900,150,Turf,08,,,,,26,,,,
0Q3,2700,45,Asphalt,07,38.22333,-122.4525,5.0,,25,38.22333,-122.44317,5.0,
0Q3,1513,50,Asphalt,17,38.22717,-122.453,16.0,,35,38.223,-122.45317,16.0,
0Q4,2206,50,Asphalt,10,36.5825,-119.66033,308.0,,28,36.5795,-119.65367,296.0,
0Q9,2480,40,Asphalt,08,38.258,-122.43833,,140,26,38.257,-122.42983,,237
0R2,2940,125,Turf,18,38.40633,-93.332,938.0,340,36,38.39833,-93.3325,938.0,240
0R7,5002,74,Asphalt,18,31.99717,-93.30767,177.0,,36,31.98333,-93.30767,165.3,
0S1,2830,100,Turf,17,47.85317,-113.41883,3965.0,,35,47.84567,-113.416,3993.0,
0S5,2400,30,Asphalt,15,46.24183,-116.2395,,,33,46.23533,-116.23767,,
0SD0,3000,100,Turf,15,,,,,33,,,,
0SD1,1726,60,Turf,08,,,,,26,,,,
0SD3,3700,50,Gravel,09,,,,,27,,,,
0SD7,2000,50,Turf,NW,,,,,SE,,,,
0TA2,4000,60,Dirt,N,,,,,S,,,,
0TA2,2300,60,Turf,E,,,,,W,,,,
0TA4,1742,50,Turf,15,,,,100,33,,,,200
0TA7,5150,100,Asphalt,12,30.15717,-103.9055,4690.0,,30,30.14817,-103.893,4702.0,
0TA7,4653,100,Turf,15,30.1565,-103.90633,4690.0,,33,30.14467,-103.901,4692.0,
0TA7,4485,100,Turf,05,30.14317,-103.90667,4702.0,,23,30.148,-103.89367,4702.0,
0TE0,3250,50,Gravel,13,,,,,31,,,,
0TE0,2650,50,Gravel,03,,,,,21,,,,
0TE4,3018,40,Asphalt,17,31.08483,-96.216,,,35,31.07667,-96.214,,
0TE5,5992,77,Asphalt,17,27.442,-99.18583,515.2,,35,27.4255,-99.186,510.4,
0TE6,2575,50,Dirt,16,,,,,34,,,,
0TE7,6291,60,Asphalt,17,30.2605,-98.62333,1515.0,,35,30.24317,-98.62167,1433.0,
0TN0,1750,100,Turf,17,,,,,35,,,,
0TN2,1200,100,Turf,05,,,,,23,,,,
0TN5,2350,100,Turf,09,,,,,27,,,,
0TN6,1050,75,Turf,08,,,,,26,,,,
0TS1,1750,75,Turf,17,,,,,35,,,,
0TS2,600,50,Turf,01,,,,,19,,,,
0TS2,600,50,Turf,09,,,,,27,,,,
0TS2,600,50,Turf,13,,,,,31,,,,
0TS4,1800,60,Turf,18,,,,,36,,,,
0TS5,3200,180,Turf,05,,,,,23,,,,
0TS7,2800,100,Turf,18,,,,,36,,,,
0TS8,910,910,Turf-Dirt,ALL,,,,,WAY,,,,
0TX0,2800,200,Turf,14,,,,,32,,,,
0TX1,3616,50,Asphalt,01,32.34883,-97.67717,682.0,,19,32.3585,-97.67517,712.0,
0TX5,1800,50,Turf,17,,,,,35,,,,
0TX6,1925,75,Turf,14,29.5075,-97.9985,550.0,,32,29.50267,-97.99583,550.0,50
0TX9,2300,100,Turf,09,,,,,27,,,,
0TX9,2000,100,Turf,18,,,,,36,,,,
0U0,4000,100,Turf-Dirt,16,44.6475,-115.53433,6630.0,,34,44.63667,-115.5325,6643.0,
0U1,2850,135,Turf,02,44.13917,-115.3175,,,20,44.14517,-115.3105,,
0U2,4700,100,Turf,13,43.807,-113.83717,7840.0,,31,43.797,-113.82583,7920.0,
0U3,2150,15,Dirt,04,44.74283,-114.92467,,,22,44.74633,-114.91817,,
0U7,2500,140,Turf,05,43.32283,-113.595,5332.0,,23,43.32467,-113.586,5359.0,
0U8,4950,200,Turf,09,44.61217,-113.904,5125.0,,27,44.6085,-113.88567,5323.0,
0U9,2875,60,Asphalt,08,44.4615,-116.7635,2617.0,,26,44.461,-116.7525,2594.0,
0VA1,2000,50,Turf,14,,,,,32,,,,
0VA2,2000,70,Turf,14,,,,,32,,,,
0VA3,2200,70,Turf,04,,,,900,22,,,,900
0VA4,2100,90,Turf,17,,,,,35,,,,
0VA9,1000,30,Turf,02,,,,300,20,,,,
0VI1,3000,60,Turf,05,,,,,23,,,,
0WA1,2000,50,Asphalt,16,,,,,34,,,,
0WA2,2135,80,Turf,N,,,,,S,,,,
0WI1,10000,4000,Water,03W,,,,,21W,,,,
0WI1,3200,40,Asphalt,04,,,,,22,,,,
0WI2,2600,60,Turf,03,,,,,21,,,,
0WI4,3200,40,Asphalt,08,,,,,26,,,,
0WI7,2100,150,Turf,09,,,,,27,,,,300
0WI7,1500,100,Turf,18,,,,,36,,,,
0WI8,1400,200,Turf,18,,,,,36,,,,
0WI8,1200,100,Turf,09,,,,,27,,,,
0WI9,2600,70,Turf,18,,,,,36,,,,
0WN0,1050,28,Turf,09,,,,,27,,,,
0WN1,1800,40,Turf-Dirt,12,,,,,30,,,,
0WN2,1200,50,Turf,07,,,,,25,,,,200
0WN5,150,50,Turf,10U,,,,,28U,,,,
0WN9,1055,100,Dirt,16,,,,,34,,,,
0WY0,2000,30,Turf,18,,,,,36,,,,
0WY1,3400,70,Dirt,06,,,,,24,,,,
0XA4,5005,75,Asphalt,15,28.00333,-98.88633,335.1,,33,27.991,-98.87933,336.1,
0XA5,3887,50,Asphalt,14,28.68967,-98.38667,316.6,,32,28.681,-98.37967,282.4,
0XA7,2400,100,Turf,10,,,,,28,,,,
0XS0,3300,150,Turf,08,,,,,26,,,,
0XS0,2500,150,Turf,15,,,,,33,,,,
0XS1,1500,60,Turf,14,,,,,32,,,,
0XS2,3700,30,Gravel,04,30.55233,-100.536,2342.0,,22,30.5585,-100.5265,2342.0,
0XS6,3000,75,Turf,17,,,,,35,,,,
0XS7,6000,60,Asphalt,13,,,,,31,,,,
0XS8,3200,30,Gravel,12,,,,,30,,,,
0XS9,1200,100,Turf,17,,,,,35,,,,
0Y6,3380,100,Turf,18,43.41833,-93.51183,,,36,43.409,-93.51167,,190
10AK,800,80,Gravel,07,,,,,25,,,,
10AZ,3407,150,Asphalt-Dirt,08,,,860.0,,26,,,860.0,
10D,3248,200,Turf,09,44.95383,-94.07167,1030.0,,27,44.95383,-94.05917,1030.0,
10F,3600,200,Turf,18,33.02,-98.626,1087.0,,36,33.01017,-98.62617,1112.0,
10FA,2575,30,Asphalt,11,,,,,29,,,,
10FD,1500,100,Turf,01,,,,,19,,,,
10GA,2100,150,Turf,15,,,,,33,,,,
10IA,2405,85,Turf,17,,,,,35,,,,
10ID,3000,40,Gravel,NE,,,,,SW,,,,
10LA,2144,150,Turf,18,,,,,36,,,,
10MT,2000,60,Turf,N,,,,,S,,,,
10MT,1600,60,Turf,NW,,,,,SE,,,,
10MT,1500,60,Turf,E,,,,,W,,,,
10NC,2450,80,Turf,13,,,,,31,,,,
10ND,1800,50,Turf,18,,,,,36,,,,
10ND,1300,50,Turf,09,,,,,27,,,,
10OH,1400,100,Turf-Gravel,16,,,,,34,,,,
10OK,2600,150,Turf,17,,,,,35,,,,
10TE,1975,50,Turf,14,,,,,32,,,,
10TN,1200,120,Dirt,05,,,,,23,,,,
10VA,1800,20,Asphalt,05,,,,,23,,,,
10WI,2100,200,Turf,18,,,,,36,,,,
10WY,4500,100,Grass,05,,,,,23,,,,
10XS,2700,75,Turf,17,,,,,35,,,,
11AK,2200,30,Gravel,08,,,,,26,,,,
11AK,1000,30,Gravel,15,,,,,33,,,,
11AZ,3850,150,Turf-Dirt,08,,,,,26,,,,
11CA,1800,40,Treated-Dirt,07,,,,,25,,,,
11CL,5875,80,Dirt,07,,,,,25,,,,
11FA,2465,130,Turf,18,,,,,36,,,,
11FL,3000,200,Turf,18,,,,1000,36,,,,
11IN,2700,90,Gravel,E,,,,,W,,,,
11LL,2250,100,Turf,N,,,,,S,,,,
11LS,2500,90,Turf,09,,,,,27,,,,
11LS,2200,80,Turf,07,,,,,25,,,,
11MA,1200,42,Turf,04,,,,,22,,,,
11MD,2500,75,Turf,16,,,,,34,,,,
11MO,2100,70,Turf,18,,,,,36,,,,
11MT,1769,30,Gravel,18,,,,,36,,,,
11MT,1257,30,Gravel,10,,,,,28,,,,
11MU,950,40,Turf,02,36.65583,-92.4665,1165.0,,20,36.65833,-92.46517,1273.0,
11MU,800,40,Turf,18,36.66,-92.46533,1145.0,,36,36.65783,-92.46517,1169.0,
11N,2900,50,Turf,17,41.57267,-73.4645,675.0,,35,41.56567,-73.45967,649.0,
11NE,2500,100,Turf,12,,,,,30,,,,
11NK,2400,50,Turf,03,,,,,21,,,,
11OA,2300,100,Turf,11,,,,,29,,,,
11PN,2500,100,Turf,03,,,,200,21,,,,1390
11S,2997,50,Asphalt,08,48.26683,-124.32,312.0,900,26,48.26533,-124.30783,355.0,
11TE,1900,50,Turf,15,,,,,33,,,,
11TS,2370,50,Turf,02,,,,,20,,,,
11TX,2000,80,Turf,17,,,,,35,,,,
11UT,2700,55,Turf,04,,,,,22,,,,
11VG,1800,70,Turf,15,,,,,33,,,,
11WA,2400,50,Turf,03,,,,,21,,,,400
11Y,1000,60,Turf,18,,,,,36,,,,
11Y,500,20,Turf,09,,,,,27,,,,
12A,3133,40,Asphalt,18,35.18183,-92.335,,,36,35.17317,-92.33517,,
12AR,2600,100,Turf,18,,,,,36,,,,
12AZ,2400,100,Gravel,E,,,,,W,,,,
12CL,2790,40,Asphalt,14,,,,130,32,,,,
12CN,2800,50,Gravel,16,,,,,34,,,,
12CO,1400,50,Dirt,17,,,,,35,,,,
12IA,1350,200,Turf,09,,,,,27,,,,
12ID,2000,100,Turf,N,,,,,S,,,,
12IL,1300,100,Turf,E,,,,,W,,,,
12IN,2200,100,Turf,18,,,,,36,,,,
12KS,2600,50,Turf,17,,,,,35,,,,
12KY,2500,100,Turf,13,,,,,31,,,,
12LA,3500,85,Turf,18,,,,,36,,,,
12LL,2200,120,Turf,09,,,,,27,,,,
12LS,2100,70,Turf,01,,,,,19,,,,
12ME,1500,50,Turf,15,,,,,33,,,,
12MI,1852,100,Turf,18,,,,,36,,,,
12MO,3000,50,Turf,NE,,,,,SW,,,,
12MT,1780,55,Turf,02,,,,,20,,,,
12MT,1640,85,Turf,16,,,,,34,,,,
12NC,3678,150,Asphalt,05,,,,,23,,,,
12NC,3575,150,Asphalt,01,,,,,19,,,,
12NC,3500,150,Asphalt,10,,,,,28,,,,
12ND,1385,100,Turf,14,48.29717,-101.42883,1571.0,,32,48.29383,-101.42617,1577.0,
12NE,2000,40,Turf,17,,,,,35,,,,
12NH,1800,200,Turf,05,,,,,23,,,,
12NK,2600,125,Turf,01,,,,,19,,,,
12OH,1030,100,Turf,17,,,,,35,,,,
12OR,2200,75,Dirt,06,,,,,24,,,,
12S,2104,29,Asphalt,14,44.83417,-119.43133,2323.0,,32,44.82883,-119.42817,2255.0,
12SC,2000,100,Turf,09,,,,,27,,,,
12TE,2300,200,Turf,15,,,,,33,,,,
12TN,2600,40,Asphalt,05,,,,490,23,,,,
12TS,1600,50,Asphalt,17L,,,,,35R,,,,
12TS,1600,50,Asphalt,17R,,,,,35L,,,,
12TX,2000,100,Turf,16,,,,,34,,,,
12VA,2150,50,Turf,14,,,,,32,,,,300
12WA,1550,200,Turf,03,,,,,21,,,,
12WT,2200,80,Turf,06,,,,,24,,,,
12WV,1292,40,Turf,18,38.34583,-82.1125,603.0,,36,38.34233,-82.11167,603.0,
12WV,1053,40,Turf,06,38.34233,-82.11167,603.0,,24,38.34433,-82.10917,603.0,
12WY,2500,50,Turf,16,,,,,34,,,,
12XA,2000,75,Turf,01,,,,,19,,,,
12XS,2450,40,Turf,18,,,,,36,,,,
13AK,980,45,Turf,09,,,,,27,,,,
13AZ,1100,75,Dirt,03,,,,,21,,,,
13CL,1950,50,Gravel,16,,,,,34,,,,
13FA,2300,100,Turf,18,,,,,36,,,,
13GA,3400,150,Turf,16,,,,,34,,,,
13GE,2600,60,Turf,11,,,,,29,,,,
13ID,1600,100,Turf,N,,,,,S,,,,
13IN,2200,60,Turf,18,,,,400,36,,,,
13KS,2000,75,Turf,17,37.7005,-97.1095,1332.0,,35,37.695,-97.1095,1322.0,
13KY,2000,100,Turf,18,,,,,36,,,,
13LS,2200,40,Asphalt-Turf,18,,,,,36,,,,
13ME,2100,100,Asphalt,09,45.77567,-69.81333,1179.0,,27,45.777,-69.80533,1159.0,
13MN,1600,80,Turf,NW,,,,,SE,,,,
13MO,2000,100,Turf,04,,,,,22,,,,
13MS,3000,100,Turf,18,,,,,36,,,,
13MT,2300,60,Turf,E,,,,,W,,,,
13N,1924,135,Turf,06,40.964,-74.78383,596.0,,24,40.96817,-74.7795,593.0,
13NC,4200,150,Asphalt,05,,,,,23,,,,
13NC,4100,150,Asphalt,09,,,,,27,,,,
13NC,4000,150,Asphalt,01,,,,,19,,,,
13NE,2600,200,Turf,N,,,,,S,,,,
13NM,3840,50,Dirt,12,,,,,30,,,,
13OR,1950,40,Turf,12,,,,,30,,,,
13PA,2225,50,Asphalt,10,41.6825,-79.457,1691.6,,28,41.68233,-79.44883,1702.7,555
13Q,5200,45,Dirt,06,34.002,-108.68783,7617.0,,24,34.00667,-108.67167,7681.0,
13TE,2330,100,Asphalt-Turf,04,,,,,22,,,,
13TS,3000,30,Dirt,11,,,,,29,,,,
13W,1750,24,Asphalt,16,48.25933,-122.43617,121.0,,34,48.2545,-122.43617,145.0,
13WI,3000,70,Asphalt,09,,,,,27,,,,
13WI,2500,70,Asphalt,18,,,,,36,,,,
13Y,3000,150,Turf,09,48.40833,-93.58567,1130.0,,27,48.40833,-93.57333,1125.0,
14AK,1300,80,Gravel,18,,,,,36,,,,
14AZ,4300,50,Asphalt,06,,,,,24,,,,
14FA,2000,60,Turf,01,,,,,19,,,,
14FA,2000,60,Turf,09,,,,,27,,,,
14FL,2000,60,Turf,09,,,,,27,,,,
14ID,1900,50,Dirt,02,,,,,20,,,,
14KS,2600,100,Turf,18,,,,,36,,,,
14KY,2240,75,Turf,13,,,,,31,,,,
14ME,1100,60,Turf,16,,,,,34,,,,
14MI,900,8,Turf,09,,,,,27,,,,
14MS,3500,75,Asphalt-Turf,08,,,,,26,,,,
14MS,1600,75,Turf,03,,,,,21,,,,
14N,2018,100,Turf,08,40.84317,-75.63867,886.0,360,26,40.8455,-75.632,889.0,230
14NC,5000,150,Concrete,05,,,,,23,,,,
14NC,5000,150,Concrete,18,,,,,36,,,,
14ND,2120,100,Turf,NW,,,,,SE,,,,
14NK,1800,50,Turf,02,,,,,20,,,,
14OH,2000,60,Turf,02,,,,,20,,,,
14OI,2500,80,Turf,07,40.9175,-82.118,1050.0,,25,40.92083,-82.11,1050.0,
14PA,1300,100,Turf,N,,,,,S,,,,
14PS,750,65,Turf,02,,,635.0,627,20,,,,300
14S,2318,50,Asphalt,12,46.89933,-124.104,6.0,,30,46.89467,-124.0975,8.0,
14TA,1500,30,Turf,16,,,,,34,,,,
14TE,2700,100,Turf-Dirt,12,,,,,30,,,,
14TS,6010,70,Asphalt,16,27.42917,-98.60817,532.7,,34,27.41417,-98.60067,528.4,
14TX,2000,40,Asphalt,16,,,,,34,,,,
14VA,1900,50,Turf,01,,,,,19,,,,
14WA,2600,50,Turf,16,,,,,34,,,,
14WS,2450,60,Turf,15,,,,300,33,,,,300
14XA,1800,60,Turf,14,,,,200,32,,,,900
14XS,1800,100,Turf,01,,,,,19,,,,
15A,2000,180,Turf,03,30.907,-87.99833,4.0,,21,30.91133,-87.99433,8.0,
15AK,2095,40,Gravel,02,,,,,20,,,,
15AR,2500,120,Asphalt-Turf,14,,,,,32,,,,
15AZ,4000,65,Dirt,17,,,,,35,,,,
15CL,2300,50,Dirt,16,,,,,34,,,,
15FL,3500,25,Asphalt,18,,,,380,36,,,,400
15FL,2600,50,Turf,09,,,,305,27,,,,195
15G,2410,37,Asphalt,03,41.02533,-81.80017,1210.0,178,21,41.03133,-81.79683,1210.0,50
15GA,2500,75,Turf,12,,,,,30,,,,
15IA,1400,80,Turf,13,42.23683,-90.4085,622.0,,31,42.234,-90.405,625.0,
15ID,1750,200,Turf,12,,,,,30,,,,
15IL,2900,100,Turf,18,,,,300,36,,,,
15IN,1500,75,Turf,18,,,,,36,,,,
15KS,2300,50,Turf,18,,,,,36,,,,
15LL,2500,70,Turf,08,,,,,26,,,,
15MA,700,20,Turf,12,,,,,30,,,,
15ME,2600,60,Turf,07,43.81533,-70.22917,150.0,,25,0.0,0.0,,
15MN,2500,120,Turf,05,,,,,23,,,,
15MN,2000,90,Turf,14,,,,,32,,,,
15MO,2295,75,Turf,16,40.395,-92.56567,999.0,,34,40.38883,-92.56383,995.0,
15MT,1500,100,Turf,E,,,,,W,,,,
15N,2035,70,Turf,12,39.1185,-75.58767,40.0,,30,39.11617,-75.58117,49.0,
15NC,1800,50,Turf,14,,,,,32,,,,
15NE,2900,60,Turf,03,,,,,21,,,,
15S,400,100,Turf,05,,,,,23,,,,
15TA,3200,75,Turf,16,,,,,34,,,,
15VA,1950,125,Turf,02,,,,,20,,,,
15W,1880,50,Turf,09,42.89433,-84.39567,828.0,,27,42.8945,-84.38867,827.0,
15WA,2000,50,Turf,16,,,,,34,,,,
15WI,2600,150,Turf,E,,,,,W,,,,
15XS,1915,70,Turf,06,,,,525,24,,,,
16A,3000,300,Water,NE,,,,,SW,,,,
16A,2420,75,Gravel-Dirt,18,60.90917,-162.43867,20.1,,36,60.90283,-162.4425,20.4,
16AK,1200,60,Asphalt,04,,,,,22,,,,
16AR,2000,100,Turf,06,,,,,24,,,,
16AZ,2900,50,Dirt,02,,,,,20,,,,
16CO,1800,65,Turf,09,,,,,27,,,,
16FA,2680,200,Turf,12,,,,,30,,,,
16FD,3400,200,Turf,09,,,,,27,,,,
16FL,2595,227,Turf,18,,,,,36,,,,
16IA,2400,60,Turf,18,,,,,36,,,,
16IL,2000,120,Turf,E,,,,,W,,,,
16IS,2200,70,Turf,03,,,,,21,,,,
16MD,1800,50,Turf,09,,,,,27,,,,
16MI,1300,60,Turf,09,,,,300,27,,,,400
16MO,1900,60,Turf,04,,,,,22,,,,
16MT,3300,40,Gravel,17,,,,,35,,,,
16NC,2600,100,Turf,10,,,,,28,,,,
16NC,1524,66,Turf,01,,,,,19,,,,
16NE,4990,70,Turf,18,,,,,36,,,,
16OI,2600,100,Turf,18,,,,,36,,,,400
16PA,2500,100,Turf,09,,,,,27,,,,
16S,2600,60,Asphalt,03,42.995,-123.319,619.3,,21,42.9995,-123.31167,614.5,
16SC,3800,200,Turf,16,,,,,34,,,,
16TA,5600,75,Asphalt,18,,,,,36,,,,
16TE,2700,30,Asphalt,09,,,,,27,,,,
16TS,1500,30,Turf,17,,,,,35,,,,
16W,3400,50,Gravel,07,46.584,-118.01033,,,25,46.58383,-117.99683,,
16WA,1515,40,Dirt,06,,,,,24,,,,
16X,3000,60,Asphalt,17,33.08467,-97.35833,804.0,,35,33.0765,-97.3585,800.0,
16XS,2000,100,Turf,04,,,,,22,,,,
17AR,2200,80,Turf,18,,,,,36,,,,
17CL,1300,30,Gravel,14,,,,,32,,,,
17CO,2500,40,Turf,09,,,,,27,,,,
17FA,6000,400,Water,09W,,,,,27W,,,,
17FA,5000,400,Water,03W,,,,,21W,,,,
17FA,2500,94,Turf,18,,,,,36,,,,500
17FL,4630,200,Asphalt,18,29.285,-82.12,96.0,,36,29.27217,-82.12067,79.0,
17FL,3640,100,Turf,09,,,,,27,,,,
17GA,2500,80,Turf,07,,,,,25,,,,
17ID,2725,55,Turf-Dirt,11,,,,,29,,,,280
17II,2600,75,Turf,09,,,,,27,,,,
17IN,3100,60,Turf,NE,,,,,SW,,,,
17KY,2000,75,Turf,17,,,,,35,,,,
17LS,3300,100,Turf,04,30.6045,-91.97883,28.0,,22,30.61133,-91.97183,32.0,
17ME,1600,80,Turf,13,,,,,31,,,,
17MO,3000,75,Turf,08,,,,,26,,,,
17MT,3000,60,Turf,12,,,,,30,,,,
17MT,2600,60,Turf,16,,,,,34,,,,
17MU,1350,100,Turf,06,,,,,24,,,,
17NC,2100,90,Turf,15,,,,,33,,,,
17NK,2800,60,Turf,17,,,,,35,,,,
17OH,2900,60,Turf,N,,,,,S,,,,
17OI,1920,90,Turf,13,,,,,31,,,,
17OR,2300,100,Turf,13,,,,,31,,,,
17PS,2170,100,Turf,01,,,,,19,,,,
17S,2285,40,Asphalt,07,,,,300,25,,,,
17SD,1115,75,Turf,09,,,,,27,,,,
17TE,1950,30,Turf,14,,,,,32,,,,
17TN,1500,50,Turf,08,,,,,26,,,,
17TN,1000,50,Turf,03,,,,,21,,,,
17TX,3200,30,Asphalt,17,,,,,35,,,,
17WI,2500,70,Turf,18,,,,,36,,,,
17XS,6295,80,Concrete,01,32.16967,-98.4385,1312.8,370,19,32.18583,-98.4315,1421.8,
18AA,1651,47,Turf,08,,,,,26,,,,
18AR,1500,75,Turf,11,,,,,29,,,,
18AZ,4037,50,Asphalt,06,,,,,24,,,,500
18CL,2600,50,Asphalt-Gravel,15,,,,,33,,,,
18FD,3015,150,Turf,09,,,,,27,,,,
18GA,2600,22,Asphalt,16,,,,,34,,,,
18II,2600,70,Turf,18,,,,,36,,,,
18JY,2283,100,Turf,06,,,,,24,,,,
18K,2310,100,Turf,03,37.3815,-100.18817,,,21,37.387,-100.18417,,
18KS,2500,200,Turf-Gravel,17,,,,,35,,,,
18ME,1400,50,Turf,17,,,,,35,,,,
18MN,2600,50,Turf,E,,,,,W,,,,
18MO,2600,60,Turf,18,,,,,36,,,,
18MT,1200,60,Dirt,02,,,,,20,,,,
18NC,750,50,Turf,03,,,,,21,,,,
18NY,2000,40,Turf,05,,,,,23,,,,
18OH,2600,50,Turf,09,,,,,27,,,,
18OI,2400,35,Turf,02,41.4165,-82.97133,577.0,,20,41.423,-82.97117,579.0,
